company_name,funded_month,company_market,unicorn_flag,raised_amount_usd,no_cumulative
800APP,2008-01,Web Hosting,False,17000000.0,17000000.0
800APP,2009-05,Web Hosting,False,34000000.0,51000000.0
8D World,2008-03,Virtual Worlds,False,14000000.0,14000000.0
8Trip,2013-11,Travel,False,49200000.0,49200000.0
8hands,2008-01,Public Relations,False,3000000.0,3000000.0
8thBridge,2010-01,E-Commerce,False,5000000.0,5000000.0
8thBridge,2011-03,E-Commerce,False,20000000.0,25000000.0
8tracks Radio,2012-10,Music,False,4500000.0,4500000.0
8villages,2013-12,Mobile,False,150000.0,150000.0
908 Devices,2012-09,Manufacturing,False,32400000.0,32400000.0
908 Devices,2013-08,Manufacturing,False,28000000.0,60400000.0
91 Boyuan Wireles,2011-12,Mobile,False,40000000.0,40000000.0
91 Wireless,2011-12,Mobile,False,90000000.0,90000000.0
9158 Julur.com,2010-12,Social Media,False,4502251.0,4502251.0
91JinRong,2013-10,Finance,False,19580000.0,19580000.0
91datong.com,2011-03,Finance,False,63590263.0,63590263.0
99Bill,2006-04,Payments,False,45150000.0,45150000.0
99designs,2011-04,Design,False,35000000.0,35000000.0
99dresses,2012-03,Fashion,False,105651.0,105651.0
99inn.cc,2012-08,Automotive,False,150000000.0,150000000.0
99taojin.com,2011-01,Manufacturing,False,7575757.0,7575757.0
9DIAMOND,2008-01,E-Commerce,False,28800000.0,28800000.0
9GAG,2012-07,Social Media,False,8400000.0,8400000.0
9Lenses,2013-09,SaaS,False,6000000.0,6000000.0
9Lenses,2013-10,SaaS,False,3300000.0,9300000.0
9SLIDES,2013-05,Enterprise Software,False,1000000.0,1000000.0
9You,2008-03,Games,False,100000000.0,100000000.0
9sky.com,2007-06,Photography,False,9000000.0,9000000.0
9sky.com,2008-11,Photography,False,1000000.0,10000000.0
A Bit Lucky,2010-03,Social Games,False,13000000.0,13000000.0
A Bit Lucky,2011-03,Social Games,False,38560515.0,51560515.0
A Curated World,2012-04,E-Commerce,False,50000.0,50000.0
A LITTLE WORLD,2008-09,Finance,False,12820000.0,12820000.0
A Smarter City,2011-03,Software,False,15000.0,15000.0
A la Mobile,2007-03,Mobile,False,4050000.0,4050000.0
A&G Pharmaceutical,2005-09,Biotechnology,False,6000000.0,6000000.0
A's Child,2013-11,Twitter Applications,False,43138.0,43138.0
A-Gas,2011-04,Clean Technology,False,115837966.0,115837966.0
A10 Networks,2005-01,Communications Hardware,False,24000000.0,24000000.0
A10 Networks,2006-11,Communications Hardware,False,36000000.0,60000000.0
A10 Networks,2008-07,Communications Hardware,False,92000000.0,152000000.0
A10 Networks,2013-10,Communications Hardware,False,80000000.0,232000000.0
A123 Systems,2006-02,Batteries,False,30000000.0,30000000.0
A123 Systems,2007-10,Batteries,False,240000000.0,270000000.0
A123 Systems,2009-04,Batteries,False,138000000.0,408000000.0
A123 Systems,2009-08,Batteries,False,249000000.0,657000000.0
A8 Digital Music,2004-10,Music,False,30000000.0,30000000.0
A8 Digital Music,2005-12,Music,False,80000000.0,110000000.0
ABBYY Language Services,2012-09,Business Services,False,375000.0,375000.0
ABILITY Network,2006-12,Health Care,False,1000000.0,1000000.0
ABILITY Network,2007-01,Health Care,False,5000000.0,6000000.0
ABILITY Network,2011-05,Health Care,False,54000000.0,60000000.0
ABODO,2013-01,Search,False,20000.0,20000.0
ABODO,2013-05,Search,False,325000.0,345000.0
ABPathfinder,2012-12,Health and Wellness,False,1200000.0,1200000.0
ABSMaterials,2010-06,Clean Technology,False,250000.0,250000.0
ABSMaterials,2013-11,Clean Technology,False,8000000.0,8250000.0
ABT Molecular Imaging,2010-01,Health Care,False,9000000.0,9000000.0
ABT Molecular Imaging,2012-09,Health Care,False,18000000.0,27000000.0
ACACIA Semiconductor,2005-06,Semiconductors,False,368000.0,368000.0
ACADIA Pharmaceuticals,2011-01,Health Care,False,30000000.0,30000000.0
ACAL Energy,2008-12,Clean Technology,False,24367300.0,24367300.0
ACAL Energy,2011-05,Clean Technology,False,1640570.0,26007870.0
ACAL Energy,2011-06,Clean Technology,False,39641332.0,65649202.0
ACB (India) Limited,2008-03,None,False,25090000.0,25090000.0
ACCB Biotech Ltd.,2011-05,Biotechnology,False,770416.0,770416.0
ACCO Semiconductor,2013-02,Semiconductors,False,12191919.0,12191919.0
ACE*COMM,2007-01,Public Relations,False,40000000.0,40000000.0
ACHICA,2012-12,Travel,False,39823209.0,39823209.0
ACM Capital Partners,2013-10,Consulting,False,16000000.0,16000000.0
ACSIAN,2005-08,Software,False,495440.0,495440.0
ACT Biotech,2008-05,Biotechnology,False,6567000.0,6567000.0
ACTIV Financial Systems,2010-01,Software,False,25000000.0,25000000.0
ACTIVE Network,2004-09,Software,False,100000000.0,100000000.0
ACTIVE Network,2007-09,Software,False,520000000.0,620000000.0
ACTIVE Network,2008-08,Software,False,320000000.0,940000000.0
ADC Therapeutics,2013-10,Biotechnology,False,80000000.0,80000000.0
ADCentricity,2008-06,Location Based Services,False,2940000.0,2940000.0
ADENTS HTI,2011-02,Software,False,1360400.0,1360400.0
ADENTS HTI,2013-04,Software,False,2610400.0,3970800.0
ADITU SAS,2006-07,Analytics,False,253000.0,253000.0
ADOMIC (formerly YieldMetrics),2013-01,Advertising,False,13600000.0,13600000.0
ADOR,2011-08,Social Commerce,False,108000000.0,108000000.0
ADOR,2012-10,Social Commerce,False,30000000.0,138000000.0
ADP,2005-12,Outsourcing,False,4000000.0,4000000.0
ADTZ,2009-06,Optimization,False,493570.0,493570.0
ADVANCE Medical,2011-05,Health Care,False,6000000.0,6000000.0
ADVANCE Medical,2013-09,Health Care,False,60000000.0,66000000.0
ADVENTRX Pharmaceuticals,2011-01,Biotechnology,False,22500000.0,22500000.0
ADman Media,2011-02,Video,False,1368157.0,1368157.0
ADmantX,2011-06,Creative,False,2800000.0,2800000.0
ADmantX,2013-01,Creative,False,2688800.0,5488800.0
ADstruc,2010-08,Outdoor Advertising,False,36000.0,36000.0
ADstruc,2010-09,Outdoor Advertising,False,6600000.0,6636000.0
AEA Technology,2008-08,Clean Technology,False,6500000.0,6500000.0
AEGEA Medical,2011-05,Biotechnology,False,40099494.0,40099494.0
AFFiRiS,2011-11,Biotechnology,False,34082500.0,34082500.0
AFG Media,2012-07,Fashion,False,6577614.0,6577614.0
AFS Technologies,2006-03,Enterprise Software,False,5000000.0,5000000.0
AFS Technologies,2007-10,Enterprise Software,False,10400000.0,15400000.0
AG&P,2013-07,Clean Technology,False,106000000.0,106000000.0
AGEIA Technologies,2005-10,Games,False,192500000.0,192500000.0
AGELON _Ï,2013-07,Business Services,False,225000.0,225000.0
AGI Biopharmaceuticals,2011-11,Biotechnology,False,4710000.0,4710000.0
AGILE customer insight,2011-11,Banking,False,640000.0,640000.0
AGLOGIC,2008-10,Mobile,False,1000000.0,1000000.0
AGNITiO,2006-05,Software,False,515000.0,515000.0
AGNITiO,2009-03,Software,False,27560000.0,28075000.0
AGRIMAPS,2013-03,Mobile,False,40000.0,40000.0
AHAlife.com,2011-07,E-Commerce,False,12000000.0,12000000.0
AHAlife.com,2012-04,E-Commerce,False,30300000.0,42300000.0
AI Exchange,2011-09,Finance,False,6000000.0,6000000.0
AI Merchant,2010-11,E-Commerce,False,40000.0,40000.0
AI Patents,2012-08,Search,False,50000.0,50000.0
AIFOTEC,2008-11,Manufacturing,False,1253000.0,1253000.0
AIRSIS,2005-12,Software,False,1000000.0,1000000.0
AIRSIS,2007-01,Software,False,1000000.0,2000000.0
AJ Tech,2008-04,Clean Technology,False,1250000.0,1250000.0
AJAX Street,2008-01,Software,False,25000.0,25000.0
AKAMON ENTERTAINMENT,2013-05,Games,False,7273294.0,7273294.0
AKSEL GROUP,2011-11,E-Commerce,False,1000000.0,1000000.0
ALCOHOOT,2012-08,Hardware + Software,False,100000.0,100000.0
ALDEA Pharmaceuticals,2012-05,Biotechnology,False,9026982.0,9026982.0
ALDEA Pharmaceuticals,2013-04,Biotechnology,False,2000000.0,11026982.0
ALEXANDALEXA,2010-12,E-Commerce,False,2316062.0,2316062.0
ALLGOOB,2010-03,Search,False,1348200.0,1348200.0
ALTHIA,2012-11,Biotechnology,False,3855000.0,3855000.0
ALTO CINCO,2012-10,None,False,40000.0,40000.0
ALung Technologies,2010-10,Biotechnology,False,28000000.0,28000000.0
ALung Technologies,2012-02,Biotechnology,False,20000000.0,48000000.0
ALung Technologies,2013-09,Biotechnology,False,110600000.0,158600000.0
AM Pharma,2011-09,Biotechnology,False,159373600.0,159373600.0
AM Technology,2013-04,Biotechnology,False,61399.0,61399.0
AMEC,2006-10,Semiconductors,False,140000000.0,140000000.0
AMEC,2008-10,Semiconductors,False,290000000.0,430000000.0
AMEE,2010-02,Sustainability,False,16500000.0,16500000.0
AMT,2010-10,Education,False,14947682.0,14947682.0
AMTT Digital Service Group,2009-03,Games,False,10000000.0,10000000.0
AMVONET,2012-11,Software,False,250000.0,250000.0
ANDA Networks,2006-06,Mobile,False,31500000.0,31500000.0
ANF Technology,2013-03,Nanotechnology,False,10000000.0,10000000.0
AOL,2005-12,Content Creators,False,1000000000.0,1000000000.0
AOptix Technologies,2007-05,Biotechnology,False,60000000.0,60000000.0
AOptix Technologies,2009-03,Biotechnology,False,77400000.0,137400000.0
AOptix Technologies,2012-08,Biotechnology,False,252000000.0,389400000.0
APE Systems,2013-09,Training,False,20000.0,20000.0
APEPTICO Forschung und Entwicklung,2010-08,Biotechnology,False,7900000.0,7900000.0
APProtect,2006-07,Security,False,3000000.0,3000000.0
APR Energy,2009-03,Distributed Generation,False,30000000.0,30000000.0
APROOFED,2013-06,Education,False,20000.0,20000.0
APT Pharmaceuticals,2008-09,Biotechnology,False,224000000.0,224000000.0
APX,2007-12,Clean Technology,False,14000000.0,14000000.0
APerfectShirt.com,2012-11,E-Commerce,False,100000.0,100000.0
AQS,2010-02,Clean Technology,False,3180659.0,3180659.0
ARDACO,2006-03,Software,False,3650000.0,3650000.0
ARIO Data Networks,2005-04,Hardware + Software,False,15150000.0,15150000.0
ARIO Data Networks,2006-07,Hardware + Software,False,48000000.0,63150000.0
ARKeX,2004-03,Consulting,False,7356643.0,7356643.0
ARKeX,2005-11,Consulting,False,884241.0,8240884.0
ARKeX,2005-12,Consulting,False,35441544.0,43682428.0
ARKeX,2008-06,Consulting,False,92070000.0,135752428.0
ARKeX,2013-06,Consulting,False,15000000.0,150752428.0
ARMO BioSciences,2013-11,Biotechnology,False,60000000.0,60000000.0
ARPU,2006-07,Advertising,False,20000000.0,20000000.0
ARPU,2008-01,Advertising,False,26190000.0,46190000.0
ARYx Therapeutics,2008-11,Biotechnology,False,64800000.0,64800000.0
ARYx Therapeutics,2010-08,Biotechnology,False,6300000.0,71100000.0
ASAN Security Technologies,2006-02,Software,False,2620000.0,2620000.0
ASI System Integration,2013-03,Consulting,False,40000000.0,40000000.0
ASLAN Pharmaceuticals,2011-07,Biotechnology,False,12000000.0,12000000.0
ASOCS,2005-08,Mobile,False,24000000.0,24000000.0
ASOCS,2008-09,Mobile,False,24000000.0,48000000.0
ASP64,2005-07,Software,False,1200000.0,1200000.0
ASSET4,2006-06,Software,False,4900000.0,4900000.0
ASSIA,2009-11,Software,False,50000000.0,50000000.0
ASSIA,2010-10,Software,False,187200000.0,237200000.0
ASSIA,2011-09,Software,False,20000000.0,257200000.0
AT Internet,2009-09,Software,False,11736800.0,11736800.0
AT Internet,2013-06,Software,False,16082500.0,27819300.0
ATCOR Holdings,2008-06,Curated Web,False,50000000.0,50000000.0
ATEME,2006-02,Web Hosting,False,14479200.0,14479200.0
ATEME,2010-06,Web Hosting,False,40209000.0,54688200.0
ATG Media (The Saleroom),2013-04,Design,False,6963750.0,6963750.0
AUTOFACT,2012-11,Automotive,False,40000.0,40000.0
AV Homes,2013-06,None,False,135000000.0,135000000.0
AVA Solar,2008-08,Clean Technology,False,520000000.0,520000000.0
AVA.ai,2013-05,Consulting,False,16000000.0,16000000.0
AVAST Software,2010-08,Security,True,100000000.0,100000000.0
AVEO Pharmaceuticals,2010-05,Health Care,False,25000000.0,25000000.0
AVG Technologies,2005-09,Software,False,104000000.0,104000000.0
AVG Technologies,2009-07,Software,False,200000000.0,304000000.0
AVIcode,2009-01,Enterprise Software,False,1000000.0,1000000.0
