company_name,company_country_code,company_city,company_market,investor_name,investor_country_code,investor_city,funded_at,funded_month,funded_year,raised_amount_usd,company_name_lower,unicorn_flag
Box,USA,Los Altos,File Sharing,Draper Fisher Jurvetson (DFJ),USA,Menlo Park,04/07/2010 00:00,2010-04,2010,15000000,box,TRUE
Space Exploration Technologies,USA,Hawthorne,Public Transportation,Draper Fisher Jurvetson (DFJ),USA,Menlo Park,08/11/2009 00:00,2009-08,2009,30435000,spaceexplorationtechnologies,TRUE
Box,USA,Los Altos,File Sharing,Draper Fisher Jurvetson (DFJ),USA,Menlo Park,10/15/2009 00:00,2009-10,2009,7100000,box,TRUE
Box,USA,Los Altos,File Sharing,Draper Fisher Jurvetson (DFJ),USA,Menlo Park,01/23/2008 00:00,2008-01,2008,6000000,box,TRUE
Twitter,USA,San Francisco,Software,DST Global,GBR,Surbiton,08/02/2011 00:00,2011-08,2011,400000000,twitter,TRUE
Lending Club,USA,San Francisco,Finance Technology,DST Global,GBR,Surbiton,11/13/2013 00:00,2013-11,2013,57000000,lendingclub,TRUE
Nextdoor,USA,San Francisco,Privacy,Duff Ackerman & Goodrich,USA,San Francisco,07/24/2012 00:00,2012-07,2012,18600000,nextdoor,TRUE
Wealthfront,USA,Palo Alto,Personal Finance,"Duff, Ackerman and Goodrich",USA,San Francisco,03/20/2013 00:00,2013-03,2013,20000000,wealthfront,TRUE
Farfetch,USA,Cerritos,Fashion,e.ventures,USA,San Francisco,01/15/2012 00:00,2012-01,2012,18000000,farfetch,TRUE
Farfetch,USA,Cerritos,Fashion,e.ventures,USA,San Francisco,03/03/2013 00:00,2013-03,2013,20000000,farfetch,TRUE
Mercari,JPN,Tokyo,Mobile Commerce,East Ventures,JPN,Tokyo,07/24/2013 00:00,2013-07,2013,500250,mercari,TRUE
Gilt Groupe,USA,New York,Shopping,Eastward Capital Partners,USA,West Newton,05/08/2011 00:00,2011-05,2011,138000000,giltgroupe,TRUE
Snapdeal,IND,New Delhi,E-Commerce,eBay,USA,San Jose,04/01/2013 00:00,2013-04,2013,75000000,snapdeal,TRUE
Coupa Software,USA,San Mateo,Enterprise Software,El Dorado Ventures,USA,Menlo Park,09/01/2009 00:00,2009-09,2009,7500000,coupasoftware,TRUE
Coupa Software,USA,San Mateo,Enterprise Software,El Dorado Ventures,USA,Menlo Park,02/15/2011 00:00,2011-02,2011,12000000,coupasoftware,TRUE
Coupa Software,USA,San Mateo,Enterprise Software,El Dorado Ventures,USA,Menlo Park,05/10/2012 00:00,2012-05,2012,22000000,coupasoftware,TRUE
Facebook,USA,Menlo Park,Communities,Elevation Partners,USA,New York,06/28/2010 00:00,2010-06,2010,210000000,facebook,TRUE
MongoDB,USA,New York,Cloud Computing,EMC,USA,Hopkinton,10/04/2013 00:00,2013-10,2013,150000000,mongodb,TRUE
Box,USA,Los Altos,File Sharing,Emergence Capital Partners,USA,San Mateo,02/24/2011 00:00,2011-02,2011,48000000,box,TRUE
Box,USA,Los Altos,File Sharing,Emergence Capital Partners,USA,San Mateo,10/28/2011 00:00,2011-10,2011,81000000,box,TRUE
Deem,USA,San Francisco,E-Commerce,Empire Capital Partners,USA,Westport,01/01/2004 00:00,2004-01,2004,42000000,deem,TRUE
SoundCloud,,,Music,Eniac Ventures,USA,New York,01/03/2012 00:00,2012-01,2012,50000000,soundcloud,TRUE
Good Technology,USA,Sunnyvale,Data Security,ePlanet Ventures,USA,San Jose,12/20/2013 00:00,2013-12,2013,64997000,goodtechnology,TRUE
MediaMath,USA,New York,Advertising,European Founders Fund,DEU,Deutsch,03/09/2011 00:00,2011-03,2011,14000000,mediamath,TRUE
Eventbrite,USA,San Francisco,Events,European Founders Fund,DEU,Deutsch,06/02/2008 00:00,2008-06,2008,1300000,eventbrite,TRUE
LinkedIn,USA,Mountain View,Software,European Founders Fund,DEU,Deutsch,01/29/2007 00:00,2007-01,2007,12800000,linkedin,TRUE
Facebook,USA,Menlo Park,Communities,European Founders Fund,DEU,Deutsch,01/15/2008 00:00,2008-01,2008,15000000,facebook,TRUE
Taboola,USA,New York,Content Discovery,Evergreen Venture Partners,ISR,Tel Aviv,11/01/2007 00:00,2007-11,2007,1500000,taboola,TRUE
Taboola,USA,New York,Content Discovery,Evergreen Venture Partners,ISR,Tel Aviv,08/25/2011 00:00,2011-08,2011,9000000,taboola,TRUE
Taboola,USA,New York,Content Discovery,Evergreen Venture Partners,ISR,Tel Aviv,02/19/2013 00:00,2013-02,2013,15000000,taboola,TRUE
Taboola,USA,New York,Content Discovery,Evergreen Venture Partners,ISR,Tel Aviv,11/18/2008 00:00,2008-11,2008,4500000,taboola,TRUE
Postmates,USA,San Francisco,E-Commerce,Expansion Venture Capital,USA,New York,03/19/2013 00:00,2013-03,2013,5000000,postmates,TRUE
Lyft,USA,San Francisco,Transportation,fbFund,USA,Palo Alto,06/01/2009 00:00,2009-06,2009,300000,lyft,TRUE
Shopify,CAN,Ottawa,Online Shopping,Felicis Ventures,USA,Palo Alto,12/11/2013 00:00,2013-12,2013,100000000,shopify,TRUE
Shopify,CAN,Ottawa,Online Shopping,Felicis Ventures,USA,Palo Alto,12/13/2010 00:00,2010-12,2010,7000000,shopify,TRUE
Dollar Shave Club,USA,Los Angeles,E-Commerce,Felicis Ventures,USA,Palo Alto,11/01/2012 00:00,2012-11,2012,9800000,dollarshaveclub,TRUE
Credit Karma,USA,San Francisco,Finance,Felicis Ventures,USA,Palo Alto,11/04/2009 00:00,2009-11,2009,2500000,creditkarma,TRUE
Credit Karma,USA,San Francisco,Finance,Felicis Ventures,USA,Palo Alto,04/02/2013 00:00,2013-04,2013,30000000,creditkarma,TRUE
Dollar Shave Club,USA,Los Angeles,E-Commerce,Felicis Ventures,USA,Palo Alto,03/06/2012 00:00,2012-03,2012,1000000,dollarshaveclub,TRUE
Shopify,CAN,Ottawa,Online Shopping,Felicis Ventures,USA,Palo Alto,10/17/2011 00:00,2011-10,2011,15000000,shopify,TRUE
Wish,USA,San Francisco,Curated Web,Felicis Ventures,USA,Palo Alto,10/21/2010 00:00,2010-10,2010,1700000,wish,TRUE
Credit Karma,USA,San Francisco,Finance,FF Angel LLC,USA,San Francisco,11/04/2009 00:00,2009-11,2009,2500000,creditkarma,TRUE
Twilio,USA,San Francisco,Enterprise Software,FF Angel LLC,USA,San Francisco,01/01/2009 00:00,2009-01,2009,1000000,twilio,TRUE
Mobileye,NLD,,Transportation,FIBI Holding,ISR,Tel Aviv,05/11/2006 00:00,2006-05,2006,15000000,mobileye,TRUE
Alibaba,CHN,Hangzhou,E-Commerce,Fidelity Growth Partners Asia,CHN,Beijing,02/01/2004 00:00,2004-02,2004,82000000,alibaba,TRUE
MongoDB,USA,New York,Cloud Computing,Fidelity Investments,USA,Boston,10/04/2013 00:00,2013-10,2013,150000000,mongodb,TRUE
Zynga,USA,San Francisco,Technology,Fidelity Investments,USA,Boston,02/18/2011 00:00,2011-02,2011,490000000,zynga,TRUE
Pinterest,USA,San Francisco,Curated Web,Fidelity Investments,USA,Boston,10/23/2013 00:00,2013-10,2013,225000000,pinterest,TRUE
Pure Storage,USA,Mountain View,Storage,Fidelity Ventures,USA,Boston,08/29/2013 00:00,2013-08,2013,150000000,purestorage,TRUE
Spotify,SWE,Stockholm,Entertainment,Fidelity Ventures,USA,Boston,11/15/2012 00:00,2012-11,2012,100000000,spotify,TRUE
Prosper,USA,San Francisco,Personal Finance,Fidelity Ventures,USA,Boston,06/01/2007 00:00,2007-06,2007,20000000,prosper,TRUE
Prosper,USA,San Francisco,Personal Finance,Fidelity Ventures,USA,Boston,02/01/2006 00:00,2006-02,2006,12500000,prosper,TRUE
Groupon,USA,Chicago,Advertising,Fidelity Ventures,USA,Boston,01/11/2011 00:00,2011-01,2011,950000000,groupon,TRUE
Lending Club,USA,San Francisco,Finance Technology,FinSight Ventures,USA,New York,05/01/2013 00:00,2013-05,2013,125000000,lendingclub,TRUE
Fab,USA,New York,Design,First Round,USA,San Francisco,07/11/2011 00:00,2011-07,2011,1000000,fab,TRUE
Fab,USA,New York,Design,First Round,USA,San Francisco,12/13/2010 00:00,2010-12,2010,1750000,fab,TRUE
AppNexus,USA,New York,Technology,First Round,USA,San Francisco,10/05/2010 00:00,2010-10,2010,50000000,appnexus,TRUE
AppNexus,USA,New York,Technology,First Round,USA,San Francisco,09/16/2008 00:00,2008-09,2008,8000000,appnexus,TRUE
Warby Parker,USA,New York,Retail,First Round,USA,San Francisco,09/22/2011 00:00,2011-09,2011,12000000,warbyparker,TRUE
Square,USA,San Francisco,Mobile Payments,First Round,USA,San Francisco,11/01/2009 00:00,2009-11,2009,10000000,square,TRUE
Warby Parker,USA,New York,Retail,First Round,USA,San Francisco,12/20/2013 00:00,2013-12,2013,60000000,warbyparker,TRUE
One Kings Lane,USA,San Francisco,Home & Garden,First Round,USA,San Francisco,02/11/2011 00:00,2011-02,2011,23000000,onekingslane,TRUE
AppNexus,USA,New York,Technology,First Round,USA,San Francisco,12/27/2007 00:00,2007-12,2007,2500000,appnexus,TRUE
Blue Apron,USA,New York,Hospitality,First Round,USA,San Francisco,08/15/2013 00:00,2013-08,2013,5000000,blueapron,TRUE
AppNexus,USA,New York,Technology,First Round,USA,San Francisco,11/10/2009 00:00,2009-11,2009,5000000,appnexus,TRUE
Blue Apron,USA,New York,Hospitality,First Round,USA,San Francisco,02/19/2013 00:00,2013-02,2013,3000000,blueapron,TRUE
Fab,USA,New York,Design,First Round,USA,San Francisco,12/07/2011 00:00,2011-12,2011,40000000,fab,TRUE
Uber,USA,San Francisco,Transportation,First Round,USA,San Francisco,10/15/2010 00:00,2010-10,2010,1250000,uber,TRUE
Warby Parker,USA,New York,Retail,First Round,USA,San Francisco,07/06/2011 00:00,2011-07,2011,1500000,warbyparker,TRUE
Fab,USA,New York,Design,First Round,USA,San Francisco,08/11/2011 00:00,2011-08,2011,7700000,fab,TRUE
Fab,USA,New York,Design,First Round,FIN,Riihimí_ki,07/18/2012 00:00,2012-07,2012,105000000,fab,TRUE
Uber,USA,San Francisco,Transportation,First Round,USA,San Francisco,02/14/2011 00:00,2011-02,2011,11000000,uber,TRUE
Shopify,CAN,Ottawa,Online Shopping,FirstMark Capital,USA,New York,12/11/2013 00:00,2013-12,2013,100000000,shopify,TRUE
Shopify,CAN,Ottawa,Online Shopping,FirstMark Capital,USA,New York,12/13/2010 00:00,2010-12,2010,7000000,shopify,TRUE
Pinterest,USA,San Francisco,Curated Web,FirstMark Capital,USA,New York,10/07/2011 00:00,2011-10,2011,27000000,pinterest,TRUE
Pinterest,USA,San Francisco,Curated Web,FirstMark Capital,USA,New York,05/07/2011 00:00,2011-05,2011,10000000,pinterest,TRUE
Pinterest,USA,San Francisco,Curated Web,FirstMark Capital,USA,New York,02/20/2013 00:00,2013-02,2013,200000000,pinterest,TRUE
Shopify,CAN,Ottawa,Online Shopping,FirstMark Capital,USA,New York,10/17/2011 00:00,2011-10,2011,15000000,shopify,TRUE
Pinterest,USA,San Francisco,Curated Web,FirstMark Capital,USA,New York,05/17/2012 00:00,2012-05,2012,100000000,pinterest,TRUE
Pinterest,USA,San Francisco,Curated Web,FirstMark Capital,USA,New York,10/23/2013 00:00,2013-10,2013,225000000,pinterest,TRUE
Pinterest,USA,San Francisco,Curated Web,FirstMark Capital,USA,New York,01/01/2010 00:00,2010-01,2010,500000,pinterest,TRUE
Moderna Therapeutics,USA,Cambridge,Biotechnology,Flagship Ventures,USA,Cambridge,12/06/2012 00:00,2012-12,2012,40000000,modernatherapeutics,TRUE
Moderna Therapeutics,USA,Cambridge,Biotechnology,Flagship Ventures,USA,Cambridge,11/20/2013 00:00,2013-11,2013,135000044,modernatherapeutics,TRUE
Okta,USA,San Francisco,Enterprise Software,FLOODGATE,USA,Palo Alto,02/12/2010 00:00,2010-02,2010,10000000,okta,TRUE
Lyft,USA,San Francisco,Transportation,FLOODGATE,USA,Palo Alto,09/21/2011 00:00,2011-09,2011,6000000,lyft,TRUE
Lyft,USA,San Francisco,Transportation,FLOODGATE,USA,Palo Alto,08/23/2010 00:00,2010-08,2010,1200000,lyft,TRUE
Okta,USA,San Francisco,Enterprise Software,FLOODGATE,USA,Palo Alto,08/01/2011 00:00,2011-08,2011,16500000,okta,TRUE
Lyft,USA,San Francisco,Transportation,FLOODGATE,USA,Palo Alto,01/30/2013 00:00,2013-01,2013,15000000,lyft,TRUE
MongoDB,USA,New York,Cloud Computing,Flybridge Capital Partners,USA,Boston,12/02/2010 00:00,2010-12,2010,6500000,mongodb,TRUE
MongoDB,USA,New York,Cloud Computing,Flybridge Capital Partners,USA,Boston,09/12/2011 00:00,2011-09,2011,20000000,mongodb,TRUE
MongoDB,USA,New York,Cloud Computing,Flybridge Capital Partners,USA,Boston,11/04/2009 00:00,2009-11,2009,3400000,mongodb,TRUE
MongoDB,USA,New York,Cloud Computing,Flybridge Capital Partners,USA,Boston,05/29/2012 00:00,2012-05,2012,42000000,mongodb,TRUE
Illumio,,,Enterprise Software,Formation 8,USA,San Francisco,09/20/2013 00:00,2013-09,2013,34500000,illumio,TRUE
Wish,USA,San Francisco,Curated Web,Formation 8,USA,San Francisco,11/21/2013 00:00,2013-11,2013,19000000,wish,TRUE
Wish,USA,San Francisco,Curated Web,Formation 8,USA,San Francisco,05/21/2012 00:00,2012-05,2012,8000000,wish,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,Fortress Investment Group,USA,New York,09/12/2013 00:00,2013-09,2013,93000000,jawbone,TRUE
Kik,CAN,Waterloo,Messaging,Foundation Capital,USA,Menlo Park,04/21/2013 00:00,2013-04,2013,19500000,kik,TRUE
Deem,USA,San Francisco,E-Commerce,Foundation Capital,USA,Menlo Park,09/24/2013 00:00,2013-09,2013,69985435,deem,TRUE
Sunrun,USA,San Francisco,Solar,Foundation Capital,USA,Menlo Park,06/29/2010 00:00,2010-06,2010,55000000,sunrun,TRUE
Sunrun,USA,San Francisco,Solar,Foundation Capital,USA,Menlo Park,06/20/2008 00:00,2008-06,2008,12000000,sunrun,TRUE
Sunrun,USA,San Francisco,Solar,Foundation Capital,USA,Menlo Park,07/28/2009 00:00,2009-07,2009,18000000,sunrun,TRUE
Deem,USA,San Francisco,E-Commerce,Foundation Capital,USA,Menlo Park,09/01/2005 00:00,2005-09,2005,25000000,deem,TRUE
Deem,USA,San Francisco,E-Commerce,Foundation Capital,USA,Menlo Park,01/01/2004 00:00,2004-01,2004,42000000,deem,TRUE
Sunrun,USA,San Francisco,Solar,Foundation Capital,USA,Menlo Park,05/23/2012 00:00,2012-05,2012,60000000,sunrun,TRUE
Deem,USA,San Francisco,E-Commerce,Foundation Capital,USA,Menlo Park,07/23/2013 00:00,2013-07,2013,12500000,deem,TRUE
Deem,USA,San Francisco,E-Commerce,Foundation Capital,USA,Menlo Park,09/19/2013 00:00,2013-09,2013,2620000,deem,TRUE
Lending Club,USA,San Francisco,Finance Technology,Foundation Capital,USA,Menlo Park,04/14/2010 00:00,2010-04,2010,24500000,lendingclub,TRUE
Deem,USA,San Francisco,E-Commerce,Foundation Capital,USA,Menlo Park,04/01/2008 00:00,2008-04,2008,100000000,deem,TRUE
Lending Club,USA,San Francisco,Finance Technology,Foundation Capital,USA,Menlo Park,05/01/2013 00:00,2013-05,2013,125000000,lendingclub,TRUE
Uber,USA,San Francisco,Transportation,Founder Collective,USA,New York,10/15/2010 00:00,2010-10,2010,1250000,uber,TRUE
BuzzFeed,USA,New York,Entertainment,Founder Collective,USA,New York,05/12/2010 00:00,2010-05,2010,8000000,buzzfeed,TRUE
Oscar,USA,New York,Insurance,Founders Fund,USA,San Francisco,07/19/2013 00:00,2013-07,2013,40000000,oscar,TRUE
ZocDoc,USA,New York,Heathcare,Founders Fund,USA,San Francisco,07/14/2010 00:00,2010-07,2010,15000000,zocdoc,TRUE
Domo,USA,American Fork,Web Development,Founders Fund,USA,San Francisco,03/11/2013 00:00,2013-03,2013,60000000,domo,TRUE
Palantir Technologies,USA,Palo Alto,Analytics,Founders Fund,USA,San Francisco,09/27/2013 00:00,2013-09,2013,196500000,palantirtechnologies,TRUE
Space Exploration Technologies,USA,Hawthorne,Public Transportation,Founders Fund,USA,San Francisco,11/08/2010 00:00,2010-11,2010,50000000,spaceexplorationtechnologies,TRUE
Spotify,SWE,Stockholm,Entertainment,Founders Fund,USA,San Francisco,02/01/2010 00:00,2010-02,2010,16139080,spotify,TRUE
Palantir Technologies,USA,Palo Alto,Analytics,Founders Fund,USA,San Francisco,06/25/2010 00:00,2010-06,2010,90000000,palantirtechnologies,TRUE
Credit Karma,USA,San Francisco,Finance,Founders Fund,USA,San Francisco,11/04/2009 00:00,2009-11,2009,2500000,creditkarma,TRUE
Postmates,USA,San Francisco,E-Commerce,Founders Fund,USA,San Francisco,03/19/2013 00:00,2013-03,2013,5000000,postmates,TRUE
Facebook,USA,Menlo Park,Communities,Founders Fund,USA,San Francisco,04/01/2006 00:00,2006-04,2006,27500000,facebook,TRUE
Asana,USA,San Francisco,Collaboration,Founders Fund,USA,San Francisco,07/23/2012 00:00,2012-07,2012,28000000,asana,TRUE
Palantir Technologies,USA,Palo Alto,Analytics,Founders Fund,USA,San Francisco,05/16/2012 00:00,2012-05,2012,56000000,palantirtechnologies,TRUE
Lyft,USA,San Francisco,Transportation,Founders Fund,USA,San Francisco,01/30/2013 00:00,2013-01,2013,15000000,lyft,TRUE
Space Exploration Technologies,USA,Hawthorne,Public Transportation,Founders Fund,USA,San Francisco,08/01/2008 00:00,2008-08,2008,20000000,spaceexplorationtechnologies,TRUE
Twilio,USA,San Francisco,Enterprise Software,Founders Fund,USA,San Francisco,12/30/2009 00:00,2009-12,2009,3700000,twilio,TRUE
Airbnb,USA,San Francisco,Peer-to-Peer,Founders Fund,USA,San Francisco,10/28/2013 00:00,2013-10,2013,200000000,airbnb,TRUE
Zynga,USA,San Francisco,Technology,Foundry Group,USA,Boulder,02/12/2008 00:00,2008-02,2008,5026000,zynga,TRUE
Zynga,USA,San Francisco,Technology,Foundry Group,USA,Boulder,07/18/2008 00:00,2008-07,2008,25000000,zynga,TRUE
Zynga,USA,San Francisco,Technology,Foundry Group,USA,Boulder,01/01/2008 00:00,2008-01,2008,10000000,zynga,TRUE
GoPro,USA,San Mateo,Hardware + Software,Foxconn International Holdings,,,12/20/2012 00:00,2012-12,2012,200000000,gopro,TRUE
DocuSign,USA,San Francisco,Software,Frazier Technology Ventures,USA,Seattle,12/08/2010 00:00,2010-12,2010,27000000,docusign,TRUE
DocuSign,USA,San Francisco,Software,Frazier Technology Ventures,USA,Seattle,05/08/2009 00:00,2009-05,2009,5000000,docusign,TRUE
DocuSign,USA,San Francisco,Software,Frazier Technology Ventures,USA,Seattle,09/01/2007 00:00,2007-09,2007,12400000,docusign,TRUE
DocuSign,USA,San Francisco,Software,Frazier Technology Ventures,USA,Seattle,04/01/2006 00:00,2006-04,2006,10000000,docusign,TRUE
Instacart,USA,San Francisco,Groceries,FundersClub,USA,San Francisco,10/15/2012 00:00,2012-10,2012,2300000,instacart,TRUE
Zeta Interactive,USA,New York,Advertising,GCP Capital Partners,USA,New York,06/27/2012 00:00,2012-06,2012,80000000,zetainteractive,TRUE
Box,USA,Los Altos,File Sharing,General Atlantic,USA,New York,01/29/2013 00:00,2013-01,2013,25000000,box,TRUE
Klarna,SWE,Stockholm,Freelancers,General Atlantic,USA,New York,12/09/2011 00:00,2011-12,2011,155000000,klarna,TRUE
Gilt Groupe,USA,New York,Shopping,General Atlantic,USA,New York,05/08/2011 00:00,2011-05,2011,138000000,giltgroupe,TRUE
Box,USA,Los Altos,File Sharing,General Atlantic,USA,New York,07/31/2012 00:00,2012-07,2012,125000000,box,TRUE
Gilt Groupe,USA,New York,Shopping,General Atlantic,USA,New York,05/14/2010 00:00,2010-05,2010,35000000,giltgroupe,TRUE
Gilt Groupe,USA,New York,Shopping,General Atlantic,USA,New York,08/11/2009 00:00,2009-08,2009,43000000,giltgroupe,TRUE
Oscar,USA,New York,Insurance,General Catalyst Partners,USA,Cambridge,07/19/2013 00:00,2013-07,2013,40000000,oscar,TRUE
Illumio,,,Enterprise Software,General Catalyst Partners,USA,Cambridge,09/20/2013 00:00,2013-09,2013,34500000,illumio,TRUE
Stripe,USA,San Francisco,Credit Cards,General Catalyst Partners,USA,Cambridge,07/09/2012 00:00,2012-07,2012,20000000,stripe,TRUE
Warby Parker,USA,New York,Retail,General Catalyst Partners,USA,Cambridge,01/01/2013 00:00,2013-01,2013,41500000,warbyparker,TRUE
Warby Parker,USA,New York,Retail,General Catalyst Partners,USA,Cambridge,12/20/2013 00:00,2013-12,2013,60000000,warbyparker,TRUE
Airbnb,USA,San Francisco,Peer-to-Peer,General Catalyst Partners,USA,Cambridge,07/25/2011 00:00,2011-07,2011,112000000,airbnb,TRUE
Datto,USA,Norwalk,Storage,General Catalyst Partners,USA,Cambridge,09/03/2013 00:00,2013-09,2013,25000000,datto,TRUE
Snapchat,USA,Pacific Palisades,File Sharing,General Catalyst Partners,USA,Cambridge,06/22/2013 00:00,2013-06,2013,80000000,snapchat,TRUE
Better Place,USA,Palo Alto,Clean Technology,General Electric,USA,Fairfield,11/11/2011 00:00,2011-11,2011,200000000,betterplace,TRUE
Shopify,CAN,Ottawa,Online Shopping,Georgian Partners,CAN,Toronto,12/11/2013 00:00,2013-12,2013,100000000,shopify,TRUE
Shopify,CAN,Ottawa,Online Shopping,Georgian Partners,CAN,Toronto,10/17/2011 00:00,2011-10,2011,15000000,shopify,TRUE
Quixey,USA,Mountain View,Search,GGV Capital,USA,Menlo Park,10/03/2013 00:00,2013-10,2013,50000000,quixey,TRUE
DraftKings,USA,Boston,Games,GGV Capital,USA,Menlo Park,11/26/2013 00:00,2013-11,2013,24000000,draftkings,TRUE
SoundCloud,,,Music,GGV Capital,USA,Menlo Park,01/03/2012 00:00,2012-01,2012,50000000,soundcloud,TRUE
Domo,USA,American Fork,Web Development,GGV Capital,USA,Menlo Park,03/11/2013 00:00,2013-03,2013,60000000,domo,TRUE
Alibaba,CHN,Hangzhou,E-Commerce,GGV Capital,USA,Menlo Park,02/01/2004 00:00,2004-02,2004,82000000,alibaba,TRUE
Tujia,,,Travel,GGV Capital,USA,Menlo Park,02/16/2013 00:00,2013-02,2013,40000000,tujia,TRUE
Houzz,USA,Palo Alto,Curated Web,GGV Capital,USA,Menlo Park,01/29/2013 00:00,2013-01,2013,35000000,houzz,TRUE
Wish,USA,San Francisco,Curated Web,GGV Capital,USA,Menlo Park,11/21/2013 00:00,2013-11,2013,19000000,wish,TRUE
Good Technology,USA,Sunnyvale,Data Security,GKM,USA,Los Angeles,12/20/2013 00:00,2013-12,2013,64997000,goodtechnology,TRUE
Mobileye,NLD,,Transportation,GlenRock Israel,ISR,,05/11/2006 00:00,2006-05,2006,15000000,mobileye,TRUE
Pure Storage,USA,Mountain View,Storage,Glynn Capital Management,USA,Menlo Park,08/29/2013 00:00,2013-08,2013,150000000,purestorage,TRUE
Palantir Technologies,USA,Palo Alto,Analytics,Glynn Capital Management,USA,Menlo Park,06/25/2010 00:00,2010-06,2010,90000000,palantirtechnologies,TRUE
Dropbox,USA,San Francisco,Storage,Glynn Capital Management,USA,Menlo Park,10/18/2011 00:00,2011-10,2011,250000000,dropbox,TRUE
Lending Club,USA,San Francisco,Finance Technology,Gold Hill Capital,USA,San Jose,05/18/2009 00:00,2009-05,2009,3970000,lendingclub,TRUE
Flipboard,USA,Palo Alto,News,Goldman Sachs,USA,New York,12/09/2013 00:00,2013-12,2013,50000000,flipboard,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,Goldman Sachs,USA,New York,09/15/2011 00:00,2011-09,2011,150000000,bloomenergy,TRUE
Nutanix,USA,San Jose,Enterprise Software,Goldman Sachs,USA,New York,08/22/2012 00:00,2012-08,2012,33000000,nutanix,TRUE
Spotify,SWE,Stockholm,Entertainment,Goldman Sachs,USA,New York,11/15/2012 00:00,2012-11,2012,100000000,spotify,TRUE
Dropbox,USA,San Francisco,Storage,Goldman Sachs,USA,New York,10/18/2011 00:00,2011-10,2011,250000000,dropbox,TRUE
Mobileye,NLD,,Transportation,Goldman Sachs,USA,New York,10/12/2007 00:00,2007-10,2007,100000000,mobileye,TRUE
Gilt Groupe,USA,New York,Shopping,Goldman Sachs,USA,New York,05/08/2011 00:00,2011-05,2011,138000000,giltgroupe,TRUE
Flipboard,USA,Palo Alto,News,Goldman Sachs,USA,New York,09/23/2013 00:00,2013-09,2013,50000000,flipboard,TRUE
LinkedIn,USA,Mountain View,Software,Goldman Sachs,USA,New York,10/22/2008 00:00,2008-10,2008,22700000,linkedin,TRUE
Facebook,USA,Menlo Park,Communities,Goldman Sachs,USA,New York,01/21/2011 00:00,2011-01,2011,1500000000,facebook,TRUE
Uber,USA,San Francisco,Transportation,Goldman Sachs,USA,New York,12/07/2011 00:00,2011-12,2011,37000000,uber,TRUE
ZocDoc,USA,New York,Heathcare,Goldman Sachs,USA,New York,09/22/2011 00:00,2011-09,2011,75000000,zocdoc,TRUE
Zynga,USA,San Francisco,Technology,Google,USA,Mountain View,06/14/2010 00:00,2010-06,2010,300000000,zynga,TRUE
Dianping,CHN,Shanghai,E-Commerce,Google,USA,Mountain View,09/01/2007 00:00,2007-09,2007,25000000,dianping,TRUE
SurveyMonkey,USA,Palo Alto,Software,Google Capital,USA,Lucerne Valley,01/16/2013 00:00,2013-01,2013,450000000,surveymonkey,TRUE
Lending Club,USA,San Francisco,Finance Technology,Google Capital,USA,Lucerne Valley,05/01/2013 00:00,2013-05,2013,125000000,lendingclub,TRUE
Uber,USA,San Francisco,Transportation,Google Ventures,USA,Mountain View,08/23/2013 00:00,2013-08,2013,258000000,uber,TRUE
Kabam,USA,San Francisco,Games,Google Ventures,USA,Mountain View,05/26/2011 00:00,2011-05,2011,85000000,kabam,TRUE
Nextdoor,USA,San Francisco,Privacy,Google Ventures,USA,Mountain View,02/12/2013 00:00,2013-02,2013,21600000,nextdoor,TRUE
DocuSign,USA,San Francisco,Software,Google Ventures,USA,Mountain View,07/12/2012 00:00,2012-07,2012,55700000,docusign,TRUE
Anaplan,USA,San Francisco,Enterprise Software,Granite Ventures,USA,San Francisco,03/05/2013 00:00,2013-03,2013,33000000,anaplan,TRUE
Anaplan,USA,San Francisco,Enterprise Software,Granite Ventures,USA,San Francisco,01/19/2012 00:00,2012-01,2012,11400000,anaplan,TRUE
Blue Apron,USA,New York,Hospitality,Graph Ventures,,,02/19/2013 00:00,2013-02,2013,3000000,blueapron,TRUE
CloudFlare,USA,San Francisco,Security,Greenspring Associates,USA,Owings Mills,12/17/2013 00:00,2013-12,2013,50000000,cloudflare,TRUE
Actifio,USA,Waltham,Enterprise Software,Greylock Partners,USA,Menlo Park,07/21/2010 00:00,2010-07,2010,8000000,actifio,TRUE
Okta,USA,San Francisco,Enterprise Software,Greylock Partners,USA,Menlo Park,09/13/2013 00:00,2013-09,2013,27000000,okta,TRUE
Pure Storage,USA,Mountain View,Storage,Greylock Partners,USA,Menlo Park,08/29/2013 00:00,2013-08,2013,150000000,purestorage,TRUE
Pure Storage,USA,Mountain View,Storage,Greylock Partners,USA,Menlo Park,08/23/2011 00:00,2011-08,2011,30000000,purestorage,TRUE
Airbnb,USA,San Francisco,Peer-to-Peer,Greylock Partners,USA,Menlo Park,11/10/2010 00:00,2010-11,2010,7200000,airbnb,TRUE
Delphix,USA,Menlo Park,Software,Greylock Partners,USA,Menlo Park,04/01/2010 00:00,2010-04,2010,11000000,delphix,TRUE
Actifio,USA,Waltham,Enterprise Software,Greylock Partners,USA,Menlo Park,09/22/2010 00:00,2010-09,2010,16000000,actifio,TRUE
AppDynamics,USA,San Francisco,Software,Greylock Partners,USA,Menlo Park,05/03/2010 00:00,2010-05,2010,11000000,appdynamics,TRUE
